previous_event_utc,next_event_utc,calendar_gap_hours,clock_rescaled_expected_events
2026-07-01 14:01:00+00:00,2026-07-02 13:13:00+00:00,23.2,1.7807826705445677
2026-07-14 05:30:00+00:00,2026-07-15 05:31:00+00:00,24.016666666666666,1.7777976787616012
2026-01-15 07:19:00+00:00,2026-01-16 07:03:00+00:00,23.733333333333334,1.7741014665505759
2026-06-01 13:40:00+00:00,2026-06-02 13:27:00+00:00,23.783333333333335,1.770871002549029
2026-02-04 17:42:00+00:00,2026-02-05 15:27:00+00:00,21.75,1.7609785012244856
2025-12-22 10:07:00+00:00,2025-12-23 09:53:00+00:00,23.766666666666666,1.7588986577527947
2026-01-22 07:25:00+00:00,2026-01-23 07:00:00+00:00,23.583333333333332,1.7474459539952818
2026-07-28 04:47:00+00:00,2026-07-29 04:20:00+00:00,23.55,1.7463048481151873
2025-10-16 10:29:00+00:00,2025-10-17 10:15:00+00:00,23.766666666666666,1.722835240166912
2025-11-04 08:09:00+00:00,2025-11-05 07:55:00+00:00,23.766666666666666,1.7136817073324906
2025-11-21 11:14:00+00:00,2025-11-24 11:01:00+00:00,71.78333333333333,1.7102196704894368
2025-11-17 07:17:00+00:00,2025-11-18 06:48:00+00:00,23.516666666666666,1.7057694023344823
2026-08-17 04:49:00+00:00,2026-08-18 03:00:00+00:00,22.183333333333334,1.7038105462385715
2025-12-16 06:41:00+00:00,2025-12-17 06:21:00+00:00,23.666666666666668,1.6999680136440816
2026-08-19 05:06:00+00:00,2026-08-20 05:03:00+00:00,23.95,1.6954939160207232
2025-12-01 10:14:00+00:00,2025-12-02 09:32:00+00:00,23.3,1.683019055692057
2026-07-31 04:51:00+00:00,2026-08-03 05:03:00+00:00,72.2,1.6812988083922278
2026-03-25 09:38:00+00:00,2026-03-26 08:48:00+00:00,23.166666666666668,1.6679281433067104
2026-06-22 05:28:00+00:00,2026-06-23 03:39:00+00:00,22.183333333333334,1.638868456562193
2025-11-07 09:18:00+00:00,2025-11-10 08:42:00+00:00,71.4,1.6348579892255657
2026-08-06 04:35:00+00:00,2026-08-06 17:23:00+00:00,12.8,1.6344092081900499
2026-08-28 05:18:00+00:00,2026-08-31 05:03:00+00:00,71.75,1.6302186560895393
2026-06-25 04:19:00+00:00,2026-06-25 16:46:00+00:00,12.45,1.6258363195466359
2025-09-25 16:43:00+00:00,2025-09-26 15:47:00+00:00,23.066666666666666,1.6229170832127093
2026-06-23 03:39:00+00:00,2026-06-23 18:06:00+00:00,14.45,1.6192360107160653
2026-06-11 06:36:00+00:00,2026-06-12 05:17:00+00:00,22.683333333333334,1.6181040190326144
2026-06-19 05:32:00+00:00,2026-06-22 05:28:00+00:00,71.93333333333334,1.5962312062584374
2026-08-21 05:11:00+00:00,2026-08-24 04:34:00+00:00,71.38333333333334,1.5961008488083621
2026-03-10 09:14:00+00:00,2026-03-11 08:08:00+00:00,22.9,1.592377439441833
2026-01-12 12:11:00+00:00,2026-01-13 10:44:00+00:00,22.55,1.5878037518120607
2025-10-20 08:47:00+00:00,2025-10-21 07:23:00+00:00,22.6,1.5828070627501631
2026-07-10 05:49:00+00:00,2026-07-13 05:16:00+00:00,71.45,1.5809780644909779
2026-08-07 05:08:00+00:00,2026-08-10 04:10:00+00:00,71.03333333333333,1.5744850730835651
2026-07-09 07:15:00+00:00,2026-07-10 05:49:00+00:00,22.566666666666666,1.5691675841131314
2025-11-06 10:42:00+00:00,2025-11-07 09:18:00+00:00,22.6,1.5652024343280644
2026-05-07 04:56:00+00:00,2026-05-07 16:37:00+00:00,11.683333333333334,1.5611503960610094
2026-05-19 07:09:00+00:00,2026-05-20 06:00:00+00:00,22.85,1.5492625442865346
2026-07-22 04:00:00+00:00,2026-07-22 19:54:00+00:00,15.9,1.5489492244389567
2026-05-21 06:39:00+00:00,2026-05-22 04:41:00+00:00,22.033333333333335,1.5439736989966946
2026-04-23 05:30:00+00:00,2026-04-23 17:58:00+00:00,12.466666666666667,1.5398156434681596
2026-03-06 08:19:00+00:00,2026-03-09 07:09:00+00:00,70.83333333333333,1.5394346248930333
2025-10-14 07:52:00+00:00,2025-10-15 06:35:00+00:00,22.716666666666665,1.5370519779144942
2026-07-29 04:20:00+00:00,2026-07-29 20:00:00+00:00,15.666666666666666,1.5327677325817035
2026-08-04 05:06:00+00:00,2026-08-04 18:47:00+00:00,13.683333333333334,1.5320473120857514
2026-08-14 05:50:00+00:00,2026-08-17 04:49:00+00:00,70.98333333333333,1.5237439409688704
2025-12-11 11:09:00+00:00,2025-12-12 09:25:00+00:00,22.266666666666666,1.5107796764420556
2026-05-01 06:16:00+00:00,2026-05-04 05:18:00+00:00,71.03333333333333,1.5069016197615497
2026-08-25 05:04:00+00:00,2026-08-25 17:27:00+00:00,12.383333333333333,1.4943190505221082
2026-07-03 05:08:00+00:00,2026-07-06 03:37:00+00:00,70.48333333333333,1.4898986310230384
2025-10-10 16:29:00+00:00,2025-10-13 12:38:00+00:00,68.15,1.4878658798531426
2025-11-26 07:36:00+00:00,2025-11-27 06:09:00+00:00,22.55,1.4692833020283302
2025-12-02 09:32:00+00:00,2025-12-03 07:33:00+00:00,22.016666666666666,1.465124430597598
2026-05-28 04:11:00+00:00,2026-05-28 14:04:00+00:00,9.883333333333333,1.4548832057387813
2025-12-17 07:38:00+00:00,2025-12-18 06:05:00+00:00,22.45,1.450180081368572
2025-10-22 07:02:00+00:00,2025-10-23 05:30:00+00:00,22.466666666666665,1.4383846753699885
2026-01-05 09:12:00+00:00,2026-01-06 06:52:00+00:00,21.666666666666668,1.4310405703143658
2025-11-14 09:12:00+00:00,2025-11-17 07:17:00+00:00,70.08333333333333,1.4297573765059326
2026-06-04 07:05:00+00:00,2026-06-05 04:16:00+00:00,21.183333333333334,1.4281059724430634
2026-09-08 17:07:00+00:00,2026-09-09 13:01:00+00:00,19.9,1.4255391266328843
2025-09-30 08:25:00+00:00,2025-10-01 06:25:00+00:00,22.0,1.4250528709659847
2026-01-09 07:03:00+00:00,2026-01-12 05:30:00+00:00,70.45,1.39729473135705
2026-06-15 13:30:00+00:00,2026-06-16 10:18:00+00:00,20.8,1.3794115614106772
2026-03-11 10:39:00+00:00,2026-03-12 07:41:00+00:00,21.033333333333335,1.3571655926063215
2026-06-03 04:31:00+00:00,2026-06-03 15:19:00+00:00,10.8,1.3507581609640056
2026-05-08 06:30:00+00:00,2026-05-11 04:03:00+00:00,69.55,1.3485304285260895
2026-06-09 07:32:00+00:00,2026-06-10 05:02:00+00:00,21.5,1.3389711719258344
2026-07-27 04:18:00+00:00,2026-07-27 13:33:00+00:00,9.25,1.3276078105511715
2026-03-16 12:42:00+00:00,2026-03-17 09:20:00+00:00,20.633333333333333,1.3256369040080642
2026-04-27 08:51:00+00:00,2026-04-28 06:04:00+00:00,21.216666666666665,1.3245824461907318
2026-03-26 11:49:00+00:00,2026-03-27 08:43:00+00:00,20.9,1.3226029190194026
2026-09-16 06:36:00+00:00,2026-09-17 03:00:00+00:00,20.4,1.3218704239438352
2026-08-27 08:17:00+00:00,2026-08-28 05:18:00+00:00,21.016666666666666,1.3179853419041478
2026-02-06 13:34:00+00:00,2026-02-09 10:04:00+00:00,68.5,1.3122622721522532
2026-06-08 05:38:00+00:00,2026-06-08 15:18:00+00:00,9.666666666666666,1.3042336403200352
2026-04-20 05:41:00+00:00,2026-04-20 15:25:00+00:00,9.733333333333333,1.3029647941330893
2026-02-02 20:25:00+00:00,2026-02-03 12:00:00+00:00,15.583333333333334,1.295370087296817
2026-04-28 06:04:00+00:00,2026-04-28 16:35:00+00:00,10.516666666666667,1.2925951978500052
2026-03-17 14:10:00+00:00,2026-03-18 10:31:00+00:00,20.35,1.2912597453992305
2026-09-11 04:57:00+00:00,2026-09-11 15:20:00+00:00,10.383333333333333,1.2859254245973943
2026-03-05 07:02:00+00:00,2026-03-05 19:20:00+00:00,12.3,1.272583592655593
2026-06-25 16:46:00+00:00,2026-06-26 11:36:00+00:00,18.833333333333332,1.263152992759501
2026-05-11 04:03:00+00:00,2026-05-11 12:38:00+00:00,8.583333333333334,1.2467452095438603
2026-07-23 09:20:00+00:00,2026-07-24 05:50:00+00:00,20.5,1.2429161067358336
2026-03-23 14:23:00+00:00,2026-03-24 09:47:00+00:00,19.4,1.2326278588603827
2026-05-29 06:09:00+00:00,2026-05-29 18:01:00+00:00,11.866666666666667,1.2307254344339071
2025-10-17 12:37:00+00:00,2025-10-20 08:47:00+00:00,68.16666666666667,1.2235024335123903
2026-02-12 11:12:00+00:00,2026-02-13 07:18:00+00:00,20.1,1.2127390296841725
2026-04-08 05:51:00+00:00,2026-04-08 15:32:00+00:00,9.683333333333334,1.1978024576800124
2026-06-12 05:17:00+00:00,2026-06-12 14:23:00+00:00,9.1,1.1879195432804295
2026-07-24 07:35:00+00:00,2026-07-27 04:18:00+00:00,68.71666666666667,1.181094792372221
2025-10-21 10:56:00+00:00,2025-10-22 07:02:00+00:00,20.1,1.1801036569465708
2025-10-01 08:28:00+00:00,2025-10-02 05:13:00+00:00,20.75,1.178844062544159
2026-07-21 06:41:00+00:00,2026-07-21 16:41:00+00:00,10.0,1.1770578025794975
2026-07-07 08:45:00+00:00,2026-07-08 05:08:00+00:00,20.383333333333333,1.1694163192738074
2026-03-04 11:12:00+00:00,2026-03-05 07:02:00+00:00,19.833333333333332,1.1629024531671064
2025-10-02 05:13:00+00:00,2025-10-02 12:17:00+00:00,7.066666666666666,1.1603643254423135
2026-06-15 05:44:00+00:00,2026-06-15 13:30:00+00:00,7.766666666666667,1.1515745807192275
2026-09-02 06:04:00+00:00,2026-09-02 15:21:00+00:00,9.283333333333333,1.1489070563904988
2026-07-13 05:16:00+00:00,2026-07-13 12:43:00+00:00,7.45,1.1450543816214918
2026-03-09 12:32:00+00:00,2026-03-10 07:45:00+00:00,19.216666666666665,1.1182913538115145
2025-11-19 10:12:00+00:00,2025-11-20 06:09:00+00:00,19.95,1.1182078215394
2026-05-14 04:37:00+00:00,2026-05-14 11:27:00+00:00,6.833333333333333,1.111318157389178
2026-02-23 13:02:00+00:00,2026-02-24 08:04:00+00:00,19.033333333333335,1.1097554888506522
2025-10-13 12:38:00+00:00,2025-10-14 07:42:00+00:00,19.066666666666666,1.0985158019693273
2026-07-30 09:32:00+00:00,2026-07-31 04:51:00+00:00,19.316666666666666,1.0818651822086736
2026-09-17 06:20:00+00:00,2026-09-17 13:21:00+00:00,7.016666666666667,1.079653615556083
2025-10-03 15:18:00+00:00,2025-10-06 09:14:00+00:00,65.93333333333334,1.0771846413793433
2026-04-30 10:58:00+00:00,2026-05-01 06:16:00+00:00,19.3,1.0710960692059075
2026-08-05 08:44:00+00:00,2026-08-06 04:35:00+00:00,19.85,1.0708185429429022
2025-12-09 18:33:00+00:00,2025-12-10 10:33:00+00:00,16.0,1.0672525832771953
2026-05-15 11:15:00+00:00,2026-05-18 06:44:00+00:00,67.48333333333333,1.0588930353494561
2026-03-31 05:16:00+00:00,2026-03-31 12:00:00+00:00,6.733333333333333,1.0505504804779946
2026-06-05 04:16:00+00:00,2026-06-05 11:55:00+00:00,7.65,1.0478520086256822
2026-04-22 05:22:00+00:00,2026-04-22 12:29:00+00:00,7.116666666666666,1.031891661593022
2025-12-08 14:57:00+00:00,2025-12-09 08:35:00+00:00,17.633333333333333,1.0253811053281368
2026-05-12 02:30:00+00:00,2026-05-12 10:41:00+00:00,8.183333333333334,1.0230727338583847
2026-05-25 06:09:00+00:00,2026-05-25 12:59:00+00:00,6.833333333333333,1.0219536995356862
2026-05-05 03:17:00+00:00,2026-05-05 10:41:00+00:00,7.4,1.0043651361350499
2026-07-29 20:00:00+00:00,2026-07-30 09:32:00+00:00,13.533333333333333,1.0025727618022415
2026-05-06 09:41:00+00:00,2026-05-07 04:56:00+00:00,19.25,0.9826427338716144
2026-05-15 03:52:00+00:00,2026-05-15 11:15:00+00:00,7.383333333333334,0.9815897164460239
2026-07-15 05:31:00+00:00,2026-07-15 12:13:00+00:00,6.7,0.9789637840071919
2026-05-22 05:36:00+00:00,2026-05-22 12:30:00+00:00,6.9,0.978366619983376
2026-05-12 10:41:00+00:00,2026-05-13 05:32:00+00:00,18.85,0.9510276197564167
2026-05-05 10:41:00+00:00,2026-05-06 05:30:00+00:00,18.816666666666666,0.9459888312870817
2026-04-15 06:13:00+00:00,2026-04-15 13:00:00+00:00,6.783333333333333,0.9454972421831656
2025-10-02 13:13:00+00:00,2025-10-03 07:17:00+00:00,18.066666666666666,0.9441223127501015
2025-10-06 11:10:00+00:00,2025-10-07 05:47:00+00:00,18.616666666666667,0.9406753586234675
2025-12-09 08:35:00+00:00,2025-12-09 18:33:00+00:00,9.966666666666667,0.9361001627747072
2026-09-04 12:43:00+00:00,2026-09-07 07:01:00+00:00,66.3,0.9352535617029503
2026-05-18 06:44:00+00:00,2026-05-18 13:08:00+00:00,6.4,0.9228880448371797
2026-04-16 06:43:00+00:00,2026-04-16 12:36:00+00:00,5.883333333333334,0.9150991185969417
2025-12-10 14:31:00+00:00,2025-12-11 07:32:00+00:00,17.016666666666666,0.9143406748188028
2026-04-17 10:51:00+00:00,2026-04-20 05:41:00+00:00,66.83333333333333,0.9105802570152548
2025-10-03 07:17:00+00:00,2025-10-03 15:18:00+00:00,8.016666666666667,0.9088414922851094
2026-04-10 05:30:00+00:00,2026-04-10 11:42:00+00:00,6.2,0.8978137200321328
2026-05-04 05:18:00+00:00,2026-05-04 10:52:00+00:00,5.566666666666666,0.89086110078415
2026-04-15 13:00:00+00:00,2026-04-16 06:43:00+00:00,17.716666666666665,0.8829598525430242
2026-07-08 05:08:00+00:00,2026-07-08 11:04:00+00:00,5.933333333333334,0.8819874067932005
2025-12-15 13:00:00+00:00,2025-12-16 06:41:00+00:00,17.683333333333334,0.8762676227291877
2026-03-03 14:46:00+00:00,2026-03-04 07:45:00+00:00,16.983333333333334,0.8756033036094095
2025-11-03 16:38:00+00:00,2025-11-04 08:09:00+00:00,15.516666666666667,0.8636584623258727
2026-01-07 14:04:00+00:00,2026-01-08 07:05:00+00:00,17.016666666666666,0.8632803382779457
2026-04-13 08:14:00+00:00,2026-04-13 15:37:00+00:00,7.383333333333334,0.860441591150277
2026-04-10 11:42:00+00:00,2026-04-13 06:00:00+00:00,66.3,0.8566773802642444
2026-06-08 15:18:00+00:00,2026-06-09 07:32:00+00:00,16.233333333333334,0.8454170585902148
2026-06-24 07:08:00+00:00,2026-06-24 13:41:00+00:00,6.55,0.842053875856493
2026-02-17 10:21:00+00:00,2026-02-18 03:30:00+00:00,17.15,0.8347808545668727
2026-04-06 12:20:00+00:00,2026-04-07 06:04:00+00:00,17.733333333333334,0.8336631421892378
2026-05-26 12:35:00+00:00,2026-05-27 06:21:00+00:00,17.766666666666666,0.8327189482013182
2026-04-14 06:44:00+00:00,2026-04-14 12:20:00+00:00,5.6,0.8273114142687916
2026-04-21 07:42:00+00:00,2026-04-21 14:01:00+00:00,6.316666666666666,0.8272603179921418
2026-01-13 10:44:00+00:00,2026-01-14 04:29:00+00:00,17.75,0.8266229949447279
2026-03-13 11:36:00+00:00,2026-03-16 05:46:00+00:00,66.16666666666667,0.8262540989818206
2026-04-17 05:14:00+00:00,2026-04-17 10:51:00+00:00,5.616666666666666,0.8224748196915641
2026-04-01 04:08:00+00:00,2026-04-01 10:01:00+00:00,5.883333333333334,0.8220933921319329
2026-07-20 08:10:00+00:00,2026-07-20 14:51:00+00:00,6.683333333333334,0.8211718225293225
2026-05-26 05:40:00+00:00,2026-05-26 10:48:00+00:00,5.133333333333334,0.8186744609474204
2026-02-27 15:27:00+00:00,2026-03-02 07:32:00+00:00,64.08333333333333,0.8179502662393361
2026-03-27 15:23:00+00:00,2026-03-30 07:30:00+00:00,64.11666666666666,0.817467279817464
2026-04-09 08:06:00+00:00,2026-04-09 13:53:00+00:00,5.783333333333333,0.8007509128484287
2026-03-23 08:06:00+00:00,2026-03-23 14:23:00+00:00,6.283333333333333,0.7981095778147846
2026-06-16 12:06:00+00:00,2026-06-17 05:49:00+00:00,17.716666666666665,0.7974542724625167
2026-05-29 18:01:00+00:00,2026-06-01 08:07:00+00:00,62.1,0.7958677331115496
2026-04-23 17:58:00+00:00,2026-04-24 08:25:00+00:00,14.45,0.7950095518438616
2025-12-19 12:42:00+00:00,2025-12-22 06:17:00+00:00,65.58333333333333,0.7936869194952152
2026-02-06 07:16:00+00:00,2026-02-06 13:34:00+00:00,6.3,0.7931920302725359
2026-05-22 12:30:00+00:00,2026-05-25 06:09:00+00:00,65.65,0.7900414662213961
2026-05-27 06:21:00+00:00,2026-05-27 11:50:00+00:00,5.483333333333333,0.787247039134968
2025-12-30 05:20:00+00:00,2025-12-30 10:12:00+00:00,4.866666666666666,0.7846703505012584
2026-07-15 12:13:00+00:00,2026-07-16 05:45:00+00:00,17.533333333333335,0.7721301725030685
2026-07-23 04:48:00+00:00,2026-07-23 09:20:00+00:00,4.533333333333333,0.7718028156119772
2026-07-08 11:04:00+00:00,2026-07-09 04:39:00+00:00,17.583333333333332,0.7653938996119791
2026-06-05 11:55:00+00:00,2026-06-08 05:38:00+00:00,65.71666666666667,0.7630264991694844
2026-03-03 05:57:00+00:00,2026-03-03 10:45:00+00:00,4.8,0.7603458095040594
2026-03-02 12:46:00+00:00,2026-03-03 05:57:00+00:00,17.183333333333334,0.7591449976439151
2026-03-30 11:52:00+00:00,2026-03-31 05:16:00+00:00,17.4,0.7588562677427433
2026-01-16 07:03:00+00:00,2026-01-16 12:48:00+00:00,5.75,0.7577160334784026
2026-05-13 05:32:00+00:00,2026-05-13 10:32:00+00:00,5.0,0.75427599427735
2026-04-27 03:37:00+00:00,2026-04-27 08:51:00+00:00,5.233333333333333,0.7382360487493997
2026-06-01 08:07:00+00:00,2026-06-01 13:40:00+00:00,5.55,0.7377918514850421
2026-05-14 11:27:00+00:00,2026-05-15 03:52:00+00:00,16.416666666666668,0.7265388534315207
2026-03-24 14:11:00+00:00,2026-03-25 06:35:00+00:00,16.4,0.7228399738310713
2026-07-20 14:51:00+00:00,2026-07-21 06:41:00+00:00,15.833333333333334,0.7213219021703026
2026-04-07 08:02:00+00:00,2026-04-07 13:21:00+00:00,5.316666666666666,0.71723752429358
2026-03-27 08:43:00+00:00,2026-03-27 15:23:00+00:00,6.666666666666667,0.7119442068609771
2026-08-12 12:00:00+00:00,2026-08-13 05:13:00+00:00,17.216666666666665,0.7094779803787219
2026-02-12 05:06:00+00:00,2026-02-12 09:04:00+00:00,3.966666666666667,0.6969201460033219
2026-04-22 12:29:00+00:00,2026-04-23 05:30:00+00:00,17.016666666666666,0.6963248376964657
2026-02-24 08:04:00+00:00,2026-02-24 13:11:00+00:00,5.116666666666666,0.6958434956172823
2026-04-29 06:00:00+00:00,2026-04-29 10:38:00+00:00,4.633333333333334,0.6901595460406611
2026-02-24 13:21:00+00:00,2026-02-25 05:59:00+00:00,16.633333333333333,0.6834962922154375
2026-04-13 15:37:00+00:00,2026-04-14 06:44:00+00:00,15.116666666666667,0.6819315048915371
2026-04-16 12:36:00+00:00,2026-04-17 05:14:00+00:00,16.633333333333333,0.6725393154383426
2026-04-07 13:21:00+00:00,2026-04-08 05:51:00+00:00,16.5,0.6611376715075608
2026-09-03 05:48:00+00:00,2026-09-03 09:36:00+00:00,3.8,0.6607024454029897
2026-06-29 11:55:00+00:00,2026-06-30 04:15:00+00:00,16.333333333333332,0.6525905828998475
2026-01-12 05:30:00+00:00,2026-01-12 09:25:00+00:00,3.9166666666666665,0.6517927992493924
2026-05-25 12:59:00+00:00,2026-05-26 05:40:00+00:00,16.683333333333334,0.64583217886792
2026-03-13 06:37:00+00:00,2026-03-13 11:14:00+00:00,4.616666666666666,0.6451828035290248
2026-05-06 05:30:00+00:00,2026-05-06 09:41:00+00:00,4.183333333333334,0.6448074856485277
2026-08-11 04:58:00+00:00,2026-08-11 08:51:00+00:00,3.8833333333333333,0.643069382783267
2026-02-25 14:23:00+00:00,2026-02-26 06:05:00+00:00,15.7,0.6360723656702589
2026-04-06 06:32:00+00:00,2026-04-06 10:38:00+00:00,4.1,0.6331410697191018
2026-05-27 11:50:00+00:00,2026-05-28 04:11:00+00:00,16.35,0.6280334352730961
2025-12-23 09:53:00+00:00,2025-12-23 15:38:00+00:00,5.75,0.6260350342302985
2026-04-24 08:25:00+00:00,2026-04-24 13:32:00+00:00,5.116666666666666,0.6248497122234653
2025-12-22 06:17:00+00:00,2025-12-22 10:07:00+00:00,3.8333333333333335,0.6074301605580672
2026-06-23 18:06:00+00:00,2026-06-24 07:08:00+00:00,13.033333333333333,0.6068656445931424
2026-03-17 09:20:00+00:00,2026-03-17 14:10:00+00:00,4.833333333333333,0.6042084013229498
2026-08-05 04:50:00+00:00,2026-08-05 08:44:00+00:00,3.9,0.6030430591654294
2026-07-13 12:43:00+00:00,2026-07-14 04:51:00+00:00,16.133333333333333,0.6011305744003153
2026-02-26 06:05:00+00:00,2026-02-26 09:31:00+00:00,3.433333333333333,0.5922066592100919
2026-03-12 16:26:00+00:00,2026-03-13 06:37:00+00:00,14.183333333333334,0.5881933086553772
2026-05-04 10:52:00+00:00,2026-05-04 17:24:00+00:00,6.533333333333333,0.5780635175912607
2026-03-02 08:37:00+00:00,2026-03-02 12:46:00+00:00,4.15,0.5752458118403467
2026-06-03 15:19:00+00:00,2026-06-04 06:02:00+00:00,14.716666666666667,0.5673154200517843
